entity_id,state,last_changed
sensor.emma_total_charged_energy,6584.78,2025-10-06T08:42:43.770Z
sensor.emma_total_charged_energy,6584.79,2025-10-06T08:44:43.763Z
sensor.emma_total_charged_energy,6584.84,2025-10-06T08:46:13.770Z
sensor.emma_total_charged_energy,6584.86,2025-10-06T08:48:13.757Z
sensor.emma_total_charged_energy,6584.88,2025-10-06T08:50:13.772Z
sensor.emma_total_charged_energy,6584.9,2025-10-06T09:11:13.777Z
sensor.emma_total_charged_energy,unknown,2025-10-06T09:12:33.997Z
sensor.emma_total_charged_energy,6584.9,2025-10-06T09:12:44.128Z
sensor.emma_total_charged_energy,6584.92,2025-10-06T09:13:14.063Z
sensor.emma_total_charged_energy,6584.94,2025-10-06T09:16:44.044Z
sensor.emma_total_charged_energy,6584.98,2025-10-06T09:20:14.091Z
sensor.emma_total_charged_energy,6585.02,2025-10-06T09:24:14.049Z
sensor.emma_total_charged_energy,6585.03,2025-10-06T09:25:44.051Z
sensor.emma_total_charged_energy,6585.05,2025-10-06T09:27:44.039Z
sensor.emma_total_charged_energy,6585.06,2025-10-06T09:29:14.051Z
sensor.emma_total_charged_energy,6585.07,2025-10-06T09:31:14.065Z
sensor.emma_total_charged_energy,6585.09,2025-10-06T09:32:44.044Z
sensor.emma_total_charged_energy,6585.11,2025-10-06T09:34:44.068Z
sensor.emma_total_charged_energy,6585.14,2025-10-06T09:38:14.052Z
sensor.emma_total_charged_energy,6585.17,2025-10-06T09:40:14.035Z
sensor.emma_total_charged_energy,6585.19,2025-10-06T09:41:44.071Z
sensor.emma_total_charged_energy,6585.2,2025-10-06T09:43:44.047Z
sensor.emma_total_charged_energy,6585.22,2025-10-06T09:45:14.054Z
sensor.emma_total_charged_energy,6585.23,2025-10-06T09:47:14.039Z
sensor.emma_total_charged_energy,6585.26,2025-10-06T09:48:44.070Z
sensor.emma_total_charged_energy,6585.3,2025-10-06T09:50:44.054Z
sensor.emma_total_charged_energy,6585.35,2025-10-06T09:52:14.052Z
sensor.emma_total_charged_energy,6585.42,2025-10-06T09:54:14.063Z
sensor.emma_total_charged_energy,6585.46,2025-10-06T09:56:14.038Z
sensor.emma_total_charged_energy,6585.49,2025-10-06T09:57:44.035Z
sensor.emma_total_charged_energy,6585.5,2025-10-06T09:59:44.058Z
sensor.emma_total_charged_energy,6585.51,2025-10-06T10:01:14.048Z
sensor.emma_total_charged_energy,6585.53,2025-10-06T10:03:14.053Z
sensor.emma_total_charged_energy,6585.56,2025-10-06T10:04:44.042Z
sensor.emma_total_charged_energy,6585.61,2025-10-06T10:06:44.042Z
sensor.emma_total_charged_energy,6585.69,2025-10-06T10:08:44.049Z
sensor.emma_total_charged_energy,6585.74,2025-10-06T10:10:14.052Z
sensor.emma_total_charged_energy,6585.76,2025-10-06T10:12:14.039Z
sensor.emma_total_charged_energy,6585.78,2025-10-06T10:13:44.040Z
sensor.emma_total_charged_energy,6585.8,2025-10-06T10:15:44.037Z
sensor.emma_total_charged_energy,6585.85,2025-10-06T10:17:14.056Z
sensor.emma_total_charged_energy,6585.88,2025-10-06T10:19:14.032Z
sensor.emma_total_charged_energy,6585.9,2025-10-06T10:20:44.041Z
sensor.emma_total_charged_energy,6585.94,2025-10-06T10:22:44.074Z
sensor.emma_total_charged_energy,6585.95,2025-10-06T10:24:44.093Z
sensor.emma_total_charged_energy,6585.97,2025-10-06T10:26:14.076Z
sensor.emma_total_charged_energy,6586.0,2025-10-06T10:28:14.039Z
sensor.emma_total_charged_energy,6586.02,2025-10-06T10:29:44.050Z
sensor.emma_total_charged_energy,6586.03,2025-10-06T10:32:14.028Z
sensor.emma_total_charged_energy,6586.05,2025-10-06T10:33:44.079Z
sensor.emma_total_charged_energy,6586.07,2025-10-06T10:35:44.025Z
sensor.emma_total_charged_energy,6586.09,2025-10-06T10:37:44.047Z
sensor.emma_total_charged_energy,6586.11,2025-10-06T10:41:14.033Z
sensor.emma_total_charged_energy,6586.13,2025-10-06T10:44:44.030Z
sensor.emma_total_charged_energy,6586.14,2025-10-06T10:46:14.088Z
sensor.emma_total_charged_energy,6586.17,2025-10-06T10:48:15.130Z
sensor.emma_total_charged_energy,6586.2,2025-10-06T10:49:45.140Z
sensor.emma_total_charged_energy,6586.22,2025-10-06T10:51:45.122Z
sensor.emma_total_charged_energy,6586.24,2025-10-06T10:53:45.130Z
sensor.emma_total_charged_energy,6586.27,2025-10-06T10:57:15.157Z
sensor.emma_total_charged_energy,6586.3,2025-10-06T10:58:45.173Z
sensor.emma_total_charged_energy,6586.31,2025-10-06T11:00:45.165Z
sensor.emma_total_charged_energy,6586.33,2025-10-06T11:02:15.149Z
sensor.emma_total_charged_energy,6586.34,2025-10-06T11:04:15.157Z
sensor.emma_total_charged_energy,6586.35,2025-10-06T11:06:15.155Z
sensor.emma_total_charged_energy,6586.37,2025-10-06T11:07:45.149Z
sensor.emma_total_charged_energy,6586.38,2025-10-06T11:11:15.162Z
sensor.emma_total_charged_energy,6586.39,2025-10-06T11:13:15.177Z
sensor.emma_total_charged_energy,6586.4,2025-10-06T11:14:45.179Z
sensor.emma_total_charged_energy,6586.41,2025-10-06T11:16:45.161Z
sensor.emma_total_charged_energy,6586.43,2025-10-06T11:20:15.182Z
sensor.emma_total_charged_energy,6586.45,2025-10-06T11:23:45.161Z
sensor.emma_total_charged_energy,6586.47,2025-10-06T11:25:45.142Z
sensor.emma_total_charged_energy,6586.48,2025-10-06T11:27:15.176Z
sensor.emma_total_charged_energy,6586.5,2025-10-06T11:29:15.150Z
sensor.emma_total_charged_energy,6586.51,2025-10-06T11:30:45.130Z
sensor.emma_total_charged_energy,6586.54,2025-10-06T11:32:45.152Z
sensor.emma_total_charged_energy,6586.56,2025-10-06T11:34:45.168Z
sensor.emma_total_charged_energy,6586.58,2025-10-06T11:36:15.166Z
sensor.emma_total_charged_energy,6586.61,2025-10-06T11:38:15.162Z
sensor.emma_total_charged_energy,6586.64,2025-10-06T11:39:45.144Z
sensor.emma_total_charged_energy,6586.68,2025-10-06T11:41:45.148Z
sensor.emma_total_charged_energy,6586.72,2025-10-06T11:43:15.172Z
sensor.emma_total_charged_energy,6586.73,2025-10-06T11:45:15.165Z
sensor.emma_total_charged_energy,6586.76,2025-10-06T11:46:45.157Z
sensor.emma_total_charged_energy,6586.78,2025-10-06T11:48:45.150Z
sensor.emma_total_charged_energy,6586.82,2025-10-06T11:50:45.189Z
sensor.emma_total_charged_energy,6586.86,2025-10-06T11:52:15.168Z
sensor.emma_total_charged_energy,6586.89,2025-10-06T11:54:15.150Z
sensor.emma_total_charged_energy,6586.92,2025-10-06T11:55:45.157Z
sensor.emma_total_charged_energy,6586.94,2025-10-06T11:57:45.338Z
sensor.emma_total_charged_energy,unknown,2025-10-06T11:58:54.222Z
sensor.emma_total_charged_energy,6586.94,2025-10-06T11:59:04.500Z
sensor.emma_total_charged_energy,6586.95,2025-10-06T11:59:34.259Z
sensor.emma_total_charged_energy,6586.98,2025-10-06T12:01:04.343Z
sensor.emma_total_charged_energy,6587.0,2025-10-06T12:10:04.276Z
sensor.emma_total_charged_energy,6587.01,2025-10-06T12:19:04.242Z
sensor.emma_total_charged_energy,6587.02,2025-10-06T12:21:04.259Z
sensor.emma_total_charged_energy,6587.04,2025-10-06T12:22:34.181Z
sensor.emma_total_charged_energy,6587.06,2025-10-06T12:24:34.175Z
sensor.emma_total_charged_energy,6587.08,2025-10-06T12:28:04.287Z
sensor.emma_total_charged_energy,6587.09,2025-10-06T12:29:34.168Z
sensor.emma_total_charged_energy,6587.11,2025-10-06T12:31:34.189Z
sensor.emma_total_charged_energy,6587.12,2025-10-06T12:33:34.239Z
sensor.emma_total_charged_energy,6587.13,2025-10-06T12:35:04.243Z
sensor.emma_total_charged_energy,6587.15,2025-10-06T12:38:34.184Z
sensor.emma_total_charged_energy,6587.16,2025-10-06T12:40:34.182Z
sensor.emma_total_charged_energy,6587.17,2025-10-06T12:42:04.279Z
sensor.emma_total_charged_energy,6587.19,2025-10-06T12:44:04.294Z
sensor.emma_total_charged_energy,6587.21,2025-10-06T12:47:34.191Z
sensor.emma_total_charged_energy,6587.22,2025-10-06T12:49:34.192Z
sensor.emma_total_charged_energy,6587.23,2025-10-06T12:51:04.244Z
sensor.emma_total_charged_energy,6587.24,2025-10-06T12:53:04.261Z
sensor.emma_total_charged_energy,6587.26,2025-10-06T12:55:04.289Z
sensor.emma_total_charged_energy,6587.27,2025-10-06T12:56:34.167Z
sensor.emma_total_charged_energy,6587.29,2025-10-06T12:58:34.187Z
sensor.emma_total_charged_energy,unknown,2025-10-06T12:59:55.763Z
sensor.emma_total_charged_energy,6587.29,2025-10-06T13:00:05.948Z
sensor.emma_total_charged_energy,6587.3,2025-10-06T13:02:06.181Z
sensor.emma_total_charged_energy,6587.31,2025-10-06T13:05:36.107Z
sensor.emma_total_charged_energy,6587.32,2025-10-06T13:07:06.313Z
sensor.emma_total_charged_energy,6587.34,2025-10-06T13:14:36.116Z
sensor.emma_total_charged_energy,6587.36,2025-10-06T13:18:07.497Z
sensor.emma_total_charged_energy,6587.38,2025-10-06T13:19:37.284Z
sensor.emma_total_charged_energy,6587.39,2025-10-06T13:21:37.282Z
sensor.emma_total_charged_energy,6587.4,2025-10-06T13:23:07.550Z
sensor.emma_total_charged_energy,6587.42,2025-10-06T13:25:08.189Z
sensor.emma_total_charged_energy,6587.43,2025-10-06T13:27:08.183Z
sensor.emma_total_charged_energy,6587.44,2025-10-06T13:28:38.117Z
sensor.emma_total_charged_energy,6587.46,2025-10-06T13:30:38.119Z
sensor.emma_total_charged_energy,6587.47,2025-10-06T13:32:08.227Z
sensor.emma_total_charged_energy,6587.48,2025-10-06T13:34:08.233Z
sensor.emma_total_charged_energy,6587.5,2025-10-06T13:35:38.111Z
sensor.emma_total_charged_energy,6587.52,2025-10-06T13:37:38.115Z
sensor.emma_total_charged_energy,6587.55,2025-10-06T13:39:08.274Z
sensor.emma_total_charged_energy,6587.58,2025-10-06T13:41:08.280Z
sensor.emma_total_charged_energy,6587.6,2025-10-06T13:43:08.185Z
sensor.emma_total_charged_energy,6587.63,2025-10-06T13:44:38.126Z
sensor.emma_total_charged_energy,6587.66,2025-10-06T13:46:38.148Z
sensor.emma_total_charged_energy,6587.71,2025-10-06T13:48:38.106Z
sensor.emma_total_charged_energy,6587.77,2025-10-06T13:50:38.114Z
sensor.emma_total_charged_energy,6587.79,2025-10-06T13:52:08.260Z
sensor.emma_total_charged_energy,6587.85,2025-10-06T13:54:09.083Z
sensor.emma_total_charged_energy,6587.9,2025-10-06T13:55:39.125Z
sensor.emma_total_charged_energy,6587.95,2025-10-06T13:57:39.191Z
sensor.emma_total_charged_energy,6587.97,2025-10-06T13:59:09.217Z
sensor.emma_total_charged_energy,6588.0,2025-10-06T14:01:09.150Z
sensor.emma_total_charged_energy,6588.05,2025-10-06T14:03:09.254Z
sensor.emma_total_charged_energy,6588.07,2025-10-06T14:04:39.116Z
sensor.emma_total_charged_energy,6588.1,2025-10-06T14:06:39.128Z
sensor.emma_total_charged_energy,6588.14,2025-10-06T14:08:09.185Z
sensor.emma_total_charged_energy,6588.2,2025-10-06T14:10:09.194Z
sensor.emma_total_charged_energy,6588.24,2025-10-06T14:12:09.203Z
sensor.emma_total_charged_energy,6588.28,2025-10-06T14:13:39.134Z
sensor.emma_total_charged_energy,6588.33,2025-10-06T14:15:39.145Z
sensor.emma_total_charged_energy,6588.36,2025-10-06T14:17:09.180Z
sensor.emma_total_charged_energy,6588.38,2025-10-06T14:19:09.252Z
sensor.emma_total_charged_energy,6588.41,2025-10-06T14:20:39.126Z
sensor.emma_total_charged_energy,6588.45,2025-10-06T14:22:39.105Z
sensor.emma_total_charged_energy,6588.47,2025-10-06T14:24:39.109Z
sensor.emma_total_charged_energy,6588.5,2025-10-06T14:26:09.207Z
sensor.emma_total_charged_energy,6588.52,2025-10-06T14:28:09.203Z
sensor.emma_total_charged_energy,6588.54,2025-10-06T14:29:39.138Z
sensor.emma_total_charged_energy,6588.56,2025-10-06T14:31:39.152Z
sensor.emma_total_charged_energy,6588.57,2025-10-06T14:33:09.241Z
sensor.emma_total_charged_energy,6588.58,2025-10-06T14:35:09.176Z
sensor.emma_total_charged_energy,6588.59,2025-10-06T14:36:39.130Z
sensor.emma_total_charged_energy,6588.6,2025-10-06T14:38:39.111Z
sensor.emma_total_charged_energy,6588.62,2025-10-06T14:40:39.126Z
sensor.emma_total_charged_energy,6588.63,2025-10-06T14:42:09.202Z
sensor.emma_total_charged_energy,6588.64,2025-10-06T14:44:09.215Z
sensor.emma_total_charged_energy,6588.65,2025-10-06T14:45:39.113Z
sensor.emma_total_charged_energy,6588.67,2025-10-06T14:47:39.128Z
sensor.emma_total_charged_energy,unknown,2025-10-06T18:06:30.441Z
sensor.emma_total_charged_energy,6588.67,2025-10-06T18:06:40.580Z
sensor.emma_total_charged_energy,6588.68,2025-10-06T19:42:40.748Z
sensor.emma_total_charged_energy,unknown,2025-10-06T20:07:57.720Z
sensor.emma_total_charged_energy,6588.68,2025-10-06T20:08:07.937Z
sensor.emma_total_charged_energy,unknown,2025-10-06T20:48:40.624Z
sensor.emma_total_charged_energy,6588.68,2025-10-06T20:48:50.771Z
sensor.emma_total_charged_energy,unknown,2025-10-06T21:00:03.956Z
sensor.emma_total_charged_energy,6588.68,2025-10-06T21:00:14.111Z
sensor.emma_total_charged_energy,6588.69,2025-10-06T21:08:44.101Z
sensor.emma_total_charged_energy,unknown,2025-10-06T21:21:03.075Z
sensor.emma_total_charged_energy,6588.69,2025-10-06T21:21:13.209Z
sensor.emma_total_charged_energy,unknown,2025-10-06T21:26:43.642Z
sensor.emma_total_charged_energy,6588.69,2025-10-06T21:26:53.775Z
sensor.emma_total_charged_energy,unknown,2025-10-06T21:50:02.105Z
sensor.emma_total_charged_energy,6588.69,2025-10-06T21:50:12.301Z
sensor.emma_total_charged_energy,unknown,2025-10-06T22:01:56.964Z
sensor.emma_total_charged_energy,6588.69,2025-10-06T22:02:07.204Z
sensor.emma_total_charged_energy,unknown,2025-10-06T22:11:44.539Z
sensor.emma_total_charged_energy,6588.69,2025-10-06T22:11:54.686Z
sensor.emma_total_charged_energy,6588.7,2025-10-07T05:08:56.030Z
sensor.emma_total_charged_energy,6588.71,2025-10-07T06:29:26.040Z
sensor.emma_total_charged_energy,6588.72,2025-10-07T06:57:56.048Z
sensor.emma_total_charged_energy,6588.73,2025-10-07T07:01:56.039Z
sensor.emma_total_charged_energy,6588.74,2025-10-07T07:03:26.046Z
sensor.emma_total_charged_energy,6588.75,2025-10-07T07:24:56.044Z
sensor.emma_total_charged_energy,6588.76,2025-10-07T07:28:26.049Z
sensor.emma_total_charged_energy,6588.77,2025-10-07T07:47:56.057Z
sensor.emma_total_charged_energy,6588.78,2025-10-07T07:51:26.034Z
sensor.emma_total_charged_energy,6588.79,2025-10-07T07:53:26.027Z
sensor.emma_total_charged_energy,6588.8,2025-10-07T08:02:26.040Z
sensor.emma_total_charged_energy,6588.81,2025-10-07T08:05:56.047Z
sensor.emma_total_charged_energy,6588.82,2025-10-07T08:09:26.047Z
sensor.emma_total_charged_energy,6588.83,2025-10-07T08:16:26.038Z
sensor.emma_total_charged_energy,6588.84,2025-10-07T08:18:26.045Z
sensor.emma_total_charged_energy,6588.85,2025-10-07T08:19:56.020Z
sensor.emma_total_charged_energy,6588.86,2025-10-07T08:21:56.022Z
sensor.emma_total_charged_energy,6588.88,2025-10-07T08:25:26.034Z
sensor.emma_total_charged_energy,6588.9,2025-10-07T08:28:56.039Z
sensor.emma_total_charged_energy,6588.96,2025-10-07T08:30:56.033Z
sensor.emma_total_charged_energy,6589.03,2025-10-07T08:34:26.025Z
sensor.emma_total_charged_energy,6589.07,2025-10-07T08:36:26.043Z
sensor.emma_total_charged_energy,6589.11,2025-10-07T08:37:56.032Z
sensor.emma_total_charged_energy,6589.14,2025-10-07T08:39:56.031Z
sensor.emma_total_charged_energy,6589.16,2025-10-07T08:41:26.036Z
sensor.emma_total_charged_energy,6589.18,2025-10-07T08:43:26.024Z
sensor.emma_total_charged_energy,6589.2,2025-10-07T08:44:56.034Z
sensor.emma_total_charged_energy,6589.22,2025-10-07T08:46:56.072Z
